年度,選手名,年齢,ポジション,チーム,年俸,年俸_円
2024,杉本　裕太郎,32,外野手,オリックス,7500万円,75000000
2024,岡林　勇希,22,外野手,中日,7300万円,73000000
2024,紅林　弘太郎,22,内野手,オリックス,7200万円,72000000
2024,唐川　侑己,34,投手,ロッテ,7150万円,71500000
2024,玉井　大翔,31,投手,日本ハム,7100万円,71000000
2024,木浪　聖也,29,内野手,阪神,7100万円,71000000
2024,塩見　泰隆,30,外野手,ヤクルト,7100万円,71000000
2024,藤嶋　健人,25,投手,中日,7000万円,70000000
2024,田村　龍弘,29,捕手,ロッテ,7000万円,70000000
2024,坂本　誠志郎,30,捕手,阪神,7000万円,70000000
2024,岡　大海,32,外野手,ロッテ,7000万円,70000000
2024,Ａ．ディカーソン,33,外野手,中日,7000万円,70000000
2024,大和（前田　大和）,36,内野手,DeNA,7000万円,70000000
2024,金子　侑司,33,外野手,西武,7000万円,70000000
2024,山﨑　颯一郎,25,投手,オリックス,7000万円,70000000
2024,松本　裕樹,27,投手,ソフトバンク,7000万円,70000000
2024,島内　颯太郎,27,投手,広島,7000万円,70000000
2024,木下　拓哉,32,捕手,中日,6800万円,68000000
2024,野間　峻祥,31,外野手,広島,6800万円,68000000
2024,高橋　周平,30,内野手,中日,6750万円,67500000
2024,石川　雅規,44,投手,ヤクルト,6750万円,67500000
2024,村上　頌樹,25,投手,阪神,6700万円,67000000
2024,大竹　耕太郎,28,投手,阪神,6700万円,67000000
2024,角中　勝也,36,外野手,ロッテ,6600万円,66000000
2024,津森　宥紀,26,投手,ソフトバンク,6600万円,66000000
2024,加藤　豪将,29,内野手,日本ハム,6500万円,65000000
2024,伊藤　光,34,捕手,DeNA,6500万円,65000000
2024,松山　竜平,38,外野手,広島,6500万円,65000000
2024,Ｄ．ヘルナンデス,27,投手,ソフトバンク,6400万円,64000000
2024,堂林　翔太,32,内野手,広島,6400万円,64000000
2024,栗原　陵矢,27,内野手,ソフトバンク,6300万円,63000000
2024,髙橋　宏斗,21,投手,中日,6300万円,63000000
2024,関根　大気,28,外野手,DeNA,6100万円,61000000
2024,加治屋　蓮,32,投手,阪神,6000万円,60000000
2024,茂木　栄五郎,30,内野手,楽天,6000万円,60000000
2024,阿部　翔太,31,投手,オリックス,6000万円,60000000
2024,福田　周平,31,外野手,オリックス,6000万円,60000000
2024,松本　航,27,投手,西武,5800万円,58000000
2024,阿部　寿樹,34,内野手,楽天,5800万円,58000000
2024,森原　康平,32,投手,DeNA,5700万円,57000000
2024,大勢（翁田　大勢）,24,投手,巨人,5600万円,56000000
2024,酒居　知史,31,投手,楽天,5600万円,56000000
2024,藤井　皓哉,27,投手,ソフトバンク,5600万円,56000000
2024,矢崎　拓也,29,投手,広島,5600万円,56000000
2024,安田　尚憲,24,内野手,ロッテ,5500万円,55000000
2024,大関　友久,26,投手,ソフトバンク,5500万円,55000000
2024,中﨑　翔太,31,投手,広島,5500万円,55000000
2024,安達　了一,36,内野手,オリックス,5500万円,55000000
2024,濵口　遥大,29,投手,DeNA,5400万円,54000000
2024,小園　海斗,23,内野手,広島,5400万円,54000000
2024,岡島　豪郎,34,外野手,楽天,5300万円,53000000
2024,杉浦　稔大,32,投手,日本ハム,5200万円,52000000
2024,柴田　竜拓,30,内野手,DeNA,5200万円,52000000
2024,木澤　尚文,25,投手,ヤクルト,5200万円,52000000
2024,種市　篤暉,25,投手,ロッテ,5200万円,52000000
2024,山﨑　伊織,25,投手,巨人,5100万円,51000000
2024,上茶谷　大河,27,投手,DeNA,5100万円,51000000
2024,清水　達也,24,投手,中日,5000万円,50000000
2024,宮西　尚生,38,投手,日本ハム,5000万円,50000000
2024,国吉　佑樹,32,投手,ロッテ,5000万円,50000000
2024,河野　竜生,25,投手,日本ハム,5000万円,50000000
2024,Ｏ．カリステ,32,内野手,中日,5000万円,50000000
2024,森　唯斗,32,投手,DeNA,5000万円,50000000
2024,京田　陽太,29,内野手,DeNA,5000万円,50000000
2024,大田　泰示,33,外野手,DeNA,5000万円,50000000
2024,田中　広輔,34,内野手,広島,5000万円,50000000
2024,東條　大樹,32,投手,ロッテ,5000万円,50000000
2024,才木　浩人,25,投手,阪神,5000万円,50000000
2024,松葉　貴大,33,投手,中日,5000万円,50000000
2024,島本　浩也,31,投手,阪神,4800万円,48000000
2024,野村　佑希,23,内野手,日本ハム,4800万円,48000000
2024,太田　光,27,捕手,楽天,4800万円,48000000
2024,宇田川　優希,25,投手,オリックス,4800万円,48000000
2024,高橋　奎二,26,投手,ヤクルト,4800万円,48000000
2024,湯浅　京己,24,投手,阪神,4700万円,47000000
2024,池田　隆英,29,投手,日本ハム,4600万円,46000000
2024,細川　成也,25,外野手,中日,4500万円,45000000
2024,Ａ．エスピノーザ,26,投手,オリックス,4500万円,45000000
2024,周東　佑京,28,内野手,ソフトバンク,4500万円,45000000
2024,野村　祐輔,34,投手,広島,4450万円,44500000
2024,清宮　幸太郎,24,内野手,日本ハム,4400万円,44000000
2024,入江　大生,25,投手,DeNA,4400万円,44000000
2024,秋山　拓巳,32,投手,阪神,4400万円,44000000
2024,佐藤　都志也,26,捕手,ロッテ,4350万円,43500000
2024,山口　航輝,23,外野手,ロッテ,4300万円,43000000
2024,高橋　礼,28,投手,巨人,4300万円,43000000
2024,山田　修義,32,投手,オリックス,4300万円,43000000
2024,三森　大貴,25,内野手,ソフトバンク,4300万円,43000000
2024,福　敬登,31,投手,中日,4300万円,43000000
2024,堀　瑞輝,25,投手,日本ハム,4200万円,42000000
2024,今村　信貴,30,投手,巨人,4200万円,42000000
2024,近藤　大亮,32,投手,巨人,4200万円,42000000
2024,岩下　大輝,27,投手,ロッテ,4200万円,42000000
2024,宇佐見　真吾,30,捕手,中日,4100万円,41000000
2024,上本　崇司,33,内野手,広島,4100万円,41000000
2024,長岡　秀樹,22,内野手,ヤクルト,4100万円,41000000
2024,勝野　昌慶,26,投手,中日,4000万円,40000000
2024,上原　健太,30,投手,日本ハム,4000万円,40000000
2024,石井　大智,26,投手,阪神,4000万円,40000000
2024,隅田　知一郎,24,投手,西武,4000万円,40000000
2024,甲斐野　央,27,投手,西武,4000万円,40000000
2024,長野　久義,39,外野手,巨人,4000万円,40000000
2024,山下　舜平大,21,投手,オリックス,4000万円,40000000
2024,板東　湧梧,28,投手,ソフトバンク,4000万円,40000000
2024,大城　滉二,30,内野手,オリックス,4000万円,40000000
2024,西村　天裕,30,投手,ロッテ,4000万円,40000000
2024,砂田　毅樹,28,投手,中日,3800万円,38000000
2024,森下　翔太,23,外野手,阪神,3800万円,38000000
2024,神里　和毅,30,外野手,DeNA,3800万円,38000000
2024,西　純矢,22,投手,阪神,3800万円,38000000
2024,坂本　光士郎,29,投手,ロッテ,3800万円,38000000
2024,渡邉　諒,28,内野手,阪神,3750万円,37500000
2024,楠本　泰史,28,外野手,DeNA,3700万円,37000000
2024,田中　正義,29,投手,日本ハム,3600万円,36000000
2024,森脇　亮介,31,投手,西武,3600万円,36000000
2024,比嘉　幹貴,41,投手,オリックス,3600万円,36000000
2024,小木田　敦也,25,投手,オリックス,3600万円,36000000
2024,Ｒ．コルニエル,28,投手,広島,3600万円,36000000
2024,Ｔ－岡田（岡田　貴弘）,36,外野手,オリックス,3600万円,36000000
2024,石川　直也,27,投手,日本ハム,3500万円,35000000
2024,馬場　皐輔,28,投手,巨人,3500万円,35000000
2024,ボー・タカハシ,27,投手,西武,3500万円,35000000
2024,炭谷　銀仁朗,36,捕手,西武,3500万円,35000000
2024,森浦　大輔,25,投手,広島,3500万円,35000000
2024,高梨　裕稔,32,投手,ヤクルト,3500万円,35000000
2024,小田　裕也,34,外野手,オリックス,3500万円,35000000
2024,二木　康太,28,投手,ロッテ,3500万円,35000000
2024,田島　慎二,34,投手,中日,3500万円,35000000
2024,小野　郁,27,投手,ロッテ,3500万円,35000000
2024,柳町　達,26,外野手,ソフトバンク,3400万円,34000000
2024,今野　龍太,28,投手,ヤクルト,3400万円,34000000
2024,桐敷　拓馬,24,投手,阪神,3300万円,33000000
2024,北山　亘基,24,投手,日本ハム,3300万円,33000000
2024,早川　隆久,25,投手,楽天,3300万円,33000000
2024,水上　由伸,25,投手,西武,3300万円,33000000
2024,重信　慎之介,30,外野手,巨人,3300万円,33000000
2024,山崎　晃大朗,30,外野手,ヤクルト,3300万円,33000000
2024,秋広　優人,21,内野手,巨人,3250万円,32500000
2024,及川　雅貴,22,投手,阪神,3200万円,32000000
2024,井上　晴哉,34,内野手,ロッテ,3200万円,32000000
2024,藤原　恭大,23,外野手,ロッテ,3200万円,32000000
2024,鈴木　翔天,27,投手,楽天,3200万円,32000000
2024,西口　直人,27,投手,楽天,3200万円,32000000
2024,大西　広樹,26,投手,ヤクルト,3200万円,32000000
2024,原口　文仁,32,内野手,阪神,3100万円,31000000
2024,門脇　誠,23,内野手,巨人,3100万円,31000000
2024,小郷　裕哉,27,外野手,楽天,3100万円,31000000
2024,鈴木　健矢,26,投手,日本ハム,3000万円,30000000
2024,石川　昂弥,22,内野手,中日,3000万円,30000000
2024,島田　海吏,28,外野手,阪神,3000万円,30000000
2024,石井　一成,29,内野手,日本ハム,3000万円,30000000
2024,赤星　優志,24,投手,巨人,3000万円,30000000
2024,荘司　康誠,23,投手,楽天,3000万円,30000000
2024,佐々木　千隼,29,投手,DeNA,3000万円,30000000
2024,與座　海人,28,投手,西武,3000万円,30000000
2024,菊地　大稀,24,投手,巨人,3000万円,30000000
2024,小林　誠司,34,捕手,巨人,3000万円,30000000
2024,佐藤　隼輔,24,投手,西武,3000万円,30000000
2024,大津　亮介,25,投手,ソフトバンク,3000万円,30000000
2024,田浦　文丸,24,投手,ソフトバンク,3000万円,30000000
2024,大道　温貴,25,投手,広島,3000万円,30000000
2024,原　樹理,30,投手,ヤクルト,3000万円,30000000
2024,星　知弥,29,投手,ヤクルト,3000万円,30000000
2024,小澤　怜史,26,投手,ヤクルト,3000万円,30000000
2024,川端　慎吾,36,内野手,ヤクルト,3000万円,30000000
2024,東妻　勇輔,27,投手,ロッテ,3000万円,30000000
2024,浜地　真澄,25,投手,阪神,3000万円,30000000
2024,愛斗（武田　愛斗）,26,外野手,ロッテ,2900万円,29000000
2024,上川畑　大悟,27,内野手,日本ハム,2900万円,29000000
2024,梅野　雄吾,25,投手,中日,2800万円,28000000
2024,石川　慎吾,30,外野手,ロッテ,2800万円,28000000
2024,髙部　瑛斗,26,外野手,ロッテ,2800万円,28000000
2024,岩嵜　翔,34,投手,中日,2800万円,28000000
2024,渡辺　翔太,23,投手,楽天,2800万円,28000000
2024,大江　竜聖,25,投手,巨人,2800万円,28000000
2024,古賀　悠斗,24,捕手,西武,2800万円,28000000
2024,鈴木　康平,30,投手,巨人,2750万円,27500000
2024,清水　優心,27,捕手,日本ハム,2700万円,27000000
2024,泉　圭輔,27,投手,巨人,2700万円,27000000
2024,本田　圭佑,30,投手,西武,2700万円,27000000
2024,村林　一輝,26,内野手,楽天,2700万円,27000000
2024,ケムナ　誠,28,投手,広島,2700万円,27000000
2024,川瀬　晃,26,内野手,ソフトバンク,2700万円,27000000
2024,平良　拳太郎,28,投手,DeNA,2600万円,26000000
2024,西浦　直亨,32,内野手,DeNA,2600万円,26000000
2024,磯村　嘉孝,31,捕手,広島,2600万円,26000000
2024,内山　壮真,21,捕手,ヤクルト,2600万円,26000000
2024,黒木　優太,29,投手,日本ハム,2500万円,25000000
2024,和田　康士朗,25,外野手,ロッテ,2500万円,25000000
2024,中島　卓也,33,内野手,日本ハム,2500万円,25000000
2024,淺間　大基,27,外野手,日本ハム,2500万円,25000000
2024,畠　世周,29,投手,巨人,2500万円,25000000
2024,松原　聖弥,29,外野手,巨人,2500万円,25000000
2024,野口　智哉,24,内野手,オリックス,2500万円,25000000
2024,遠藤　淳志,24,投手,広島,2500万円,25000000
2024,末包　昇大,27,外野手,広島,2500万円,25000000
2024,山﨑　剛,28,内野手,楽天,2400万円,24000000
2024,東　晃平,24,投手,オリックス,2400万円,24000000
2024,齋藤　綱記,27,投手,中日,2300万円,23000000
2024,加藤　翔平,33,外野手,中日,2300万円,23000000
2024,髙橋　優貴,27,投手,巨人,2300万円,23000000
2024,船迫　大雅,27,投手,巨人,2300万円,23000000
2024,平内　龍太,25,投手,巨人,2300万円,23000000
2024,瀧中　瞭太,29,投手,楽天,2300万円,23000000
2024,若林　晃弘,30,内野手,巨人,2300万円,23000000
2024,山本　祐大,25,捕手,DeNA,2300万円,23000000
2024,鈴木　将平,25,外野手,西武,2300万円,23000000
2024,西野　真弘,33,内野手,オリックス,2300万円,23000000
2024,野村　勇,27,内野手,ソフトバンク,2300万円,23000000
2024,中山　礼都,21,内野手,巨人,2260万円,22600000
2024,福田　俊,27,投手,日本ハム,2200万円,22000000
2024,江越　大賀,31,外野手,日本ハム,2200万円,22000000
2024,柘植　世那,26,捕手,西武,2200万円,22000000
2024,佐藤　龍世,27,内野手,西武,2200万円,22000000
2024,蛭間　拓哉,23,外野手,西武,2200万円,22000000
2024,立岡　宗一郎,33,外野手,巨人,2200万円,22000000
2024,本田　仁海,24,投手,オリックス,2200万円,22000000
2024,佐野　皓大,27,外野手,オリックス,2200万円,22000000
2024,宮本　丈,28,内野手,ヤクルト,2200万円,22000000
2024,岸田　行倫,27,捕手,巨人,2150万円,21500000
2024,増田　大輝,30,内野手,巨人,2150万円,21500000
2024,小幡　竜平,23,内野手,阪神,2100万円,21000000
2024,後藤　駿太,31,外野手,中日,2100万円,21000000
2024,田中　和基,29,外野手,楽天,2100万円,21000000
2024,奥川　恭伸,22,投手,ヤクルト,2100万円,21000000
2024,吉村　貢司郎,26,投手,ヤクルト,2100万円,21000000
2024,塹江　敦哉,27,投手,広島,2100万円,21000000
2024,茶野　篤政,24,外野手,オリックス,2100万円,21000000
2024,京山　将弥,25,投手,DeNA,2050万円,20500000
2024,二保　旭,33,投手,ロッテ,2025万円,20250000
2024,中村　稔弥,27,投手,ロッテ,2000万円,20000000
2024,松川　虎生,20,捕手,ロッテ,2000万円,20000000
2024,中島　宏之,41,内野手,中日,2000万円,20000000
2024,平沢　大河,26,内野手,ロッテ,2000万円,20000000
2024,茶谷　健太,26,内野手,ロッテ,2000万円,20000000
2024,山本　拓実,24,投手,日本ハム,2000万円,20000000
2024,上林　誠知,28,外野手,中日,2000万円,20000000
2024,坂本　裕哉,26,投手,DeNA,2000万円,20000000
2024,佐々木　健,27,投手,西武,2000万円,20000000
2024,笠谷　俊介,27,投手,ソフトバンク,2000万円,20000000
2024,嘉弥真　新也,34,投手,ヤクルト,2000万円,20000000
2024,廣岡　大志,26,内野手,オリックス,2000万円,20000000
2024,宮川　哲,28,投手,ヤクルト,2000万円,20000000
2024,濱田　太貴,23,外野手,ヤクルト,2000万円,20000000
2024,福谷　浩司,33,投手,中日,2000万円,20000000
2024,澤田　圭佑,29,投手,ロッテ,1940万円,19400000
2024,友杉　篤輝,23,内野手,ロッテ,1900万円,19000000
2024,龍空 （土田　龍空）,21,内野手,中日,1900万円,19000000
2024,吉田　凌,26,投手,ロッテ,1900万円,19000000
2024,田中　千晴,23,投手,巨人,1900万円,19000000
2024,内　星龍,21,投手,楽天,1900万円,19000000
2024,平沼　翔太,26,内野手,西武,1900万円,19000000
2024,戸根　千明,31,投手,広島,1900万円,19000000
2024,山足　達也,30,内野手,オリックス,1900万円,19000000
2024,髙橋　遥人,28,投手,阪神,1850万円,18500000
2024,伊藤　裕季也,27,内野手,楽天,1850万円,18500000
2024,鈴木　昭汰,25,投手,ロッテ,1800万円,18000000
2024,横山　陸人,22,投手,ロッテ,1800万円,18000000
2024,植田　海,27,内野手,阪神,1800万円,18000000
2024,郡司　裕也,26,捕手,日本ハム,1800万円,18000000
2024,今川　優馬,27,外野手,日本ハム,1800万円,18000000
2024,陽川　尚将,32,内野手,西武,1800万円,18000000
2024,森　翔平,26,投手,広島,1800万円,18000000
2024,宜保　翔,23,内野手,オリックス,1800万円,18000000
